Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR320783,2013-08-18 20:24:29,2013-08-12 21:17:02,32430931,6486186200,32430931,200,4126,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/320/ERR320783/ERR320783.sralite.1,ERX293923,7067788,WGS,RANDOM,GENOMIC,PAIRED,85,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS226840,SAMEA2059195,simple,32644,unidentified,SAMEA2059195,,,,,,,no,,,,,SC,ERA243956,,public,6EB2BDED609CE331515CADF226A740E9,CBBB257808376E8A1327EF7A6D522E0F
ERR320784,2013-08-19 20:37:06,2013-08-13 01:29:09,24152552,4830510400,24152552,200,3044,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/320/ERR320784/ERR320784.sralite.1,ERX293924,7067789,WGS,RANDOM,GENOMIC,PAIRED,85,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS226841,SAMEA2059196,simple,32644,unidentified,SAMEA2059196,,,,,,,no,,,,,SC,ERA243956,,public,3B8505A61CF6873DA9AD33905BFDE95B,CC4BD48930398AC7B529E2E07124E408
ERR1300971,2016-03-11 22:59:21,2016-03-14 20:40:07,1276916,638458000,1276916,500,360,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/300/ERR1300971.sralite.1,ERX1372630,13425821,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1073963,SAMEA3886829,simple,1070528,viral metagenome,SAMEA3886829,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,B009D6343EA71C07B70A3CD066DA2EDF,DC86123FB575E101756E3E2EB80CB8F1
ERR1301247,2016-03-11 23:01:45,2016-03-14 20:32:42,2679757,1339878500,2679757,500,788,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/301/ERR1301247.sralite.1,ERX1372906,13951587,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074093,SAMEA3886959,simple,1070528,viral metagenome,SAMEA3886959,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,3DAE87BD87E717580ECEED64D18677A0,C06BB7338260B57193A161CC4222941A
ERR1009450,2015-09-09 09:04:30,2016-03-06 00:20:04,582089,291044500,582089,500,154,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/009/ERR1009450.sralite.1,ERX1088474,14151917,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP010704,PRJEB9580,,295163,ERS746356,SAMEA3448804,simple,32644,unidentified,SAMEA3448804,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA476789,,public,639619A39A146015437727DD0B91DBFF,475D52FA477B4C9DBF59E1410EBEF17E
ERR1301407,2016-03-11 23:01:47,2016-03-14 20:27:54,1135885,567942500,1135885,500,322,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/301/ERR1301407.sralite.1,ERX1373066,13951524,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074106,SAMEA3886972,simple,1070528,viral metagenome,SAMEA3886972,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,3243DDA9BDE864979E9DFF1F763D4080,02EFF8511BFF503FC773484857627B1E
ERR1301438,2016-03-11 23:01:48,2016-03-14 20:27:14,1318124,659062000,1318124,500,359,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/301/ERR1301438.sralite.1,ERX1373097,13951561,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074125,SAMEA3886991,simple,1070528,viral metagenome,SAMEA3886991,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,B1403024075F0149BAE4E4F770D467A6,D95CF5373D450FBA06F2EABED8284E6C
ERR1301632,2016-03-11 23:01:50,2016-03-14 20:22:43,1562141,781070500,1562141,500,425,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/301/ERR1301632.sralite.1,ERX1373291,14304116,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074252,SAMEA3887118,simple,1070528,viral metagenome,SAMEA3887118,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,DCE6768A9DDC7C7FC4768297EC6A6096,3D92BE2DACF1AEB70E9D8B7AB5DDA7E0
ERR1301737,2016-03-11 23:01:52,2016-03-14 20:20:18,1625696,812848000,1625696,500,435,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/301/ERR1301737.sralite.1,ERX1373396,14304156,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074267,SAMEA3887133,simple,1070528,viral metagenome,SAMEA3887133,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,DED2C98A7E73C50EAE8F81D6C7DEA96F,3D0DF5712F2CFE8CF041B554B4D6C92D
ERR1301727,2016-03-11 23:01:51,2016-03-14 20:20:56,1295573,647786500,1295573,500,348,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/301/ERR1301727.sralite.1,ERX1373386,14304131,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074911,SAMEA3887777,simple,1070528,viral metagenome,SAMEA3887777,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,F0FBFA2267973C2D28EE55C05AAA3343,96BE51617450026F46EA942C613F53EE
ERR1301983,2016-03-11 23:02:37,2016-03-14 20:14:06,1847824,923912000,1847824,500,525,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/301/ERR1301983.sralite.1,ERX1373642,14418920,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074223,SAMEA3887089,simple,1070528,viral metagenome,SAMEA3887089,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,0F0B05A7685EF8480057EECA098A8479,C6799EF5D60AE5D938211DD542BCC055
ERR1301757,2016-03-11 23:01:52,2016-03-14 20:19:20,1306968,653484000,1306968,500,348,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/301/ERR1301757.sralite.1,ERX1373416,14304171,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074284,SAMEA3887150,simple,1070528,viral metagenome,SAMEA3887150,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,159819B8A0A5A92465D63BD97472BC48,145A13712FE41F5DDD5CDB437954AE1B
ERR1301764,2016-03-11 23:01:52,2016-03-14 20:19:12,1579806,789903000,1579806,500,424,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/301/ERR1301764.sralite.1,ERX1373423,14304172,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074289,SAMEA3887155,simple,1070528,viral metagenome,SAMEA3887155,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,383831804A27043F8E0FF06F22675FBC,54C55F46548CDAE4BAE22379E521627D
ERR1301929,2016-03-11 23:02:37,2016-03-14 20:15:49,2097983,1048991500,2097983,500,560,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/301/ERR1301929.sralite.1,ERX1373588,14323119,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074352,SAMEA3887218,simple,1070528,viral metagenome,SAMEA3887218,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,7C51057A91AA798D5A8F5341602C46FF,D589D9CC094F233AA124A570CB3C6E05
ERR1302035,2016-03-11 23:02:38,2016-03-14 20:12:38,1971491,985745500,1971491,500,562,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/302/ERR1302035.sralite.1,ERX1373694,14418964,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074880,SAMEA3887746,simple,1070528,viral metagenome,SAMEA3887746,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,BA52C1A4B9AA9B49D67C2D51A9091E14,D8E3D9C03B1510A5B1FA3D7623DC7A7A
ERR1302173,2016-03-11 23:02:39,2016-03-14 20:09:47,1362330,681165000,1362330,500,341,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/302/ERR1302173.sralite.1,ERX1373832,14523011,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074369,SAMEA3887235,simple,1070528,viral metagenome,SAMEA3887235,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,D9739DD2B2CBB2B363FC9C415E4A2FBC,D680AEC4019A86EF882814501AC2D9D5
ERR1302179,2016-03-11 23:02:39,2016-03-14 20:09:42,1255546,627773000,1255546,500,317,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/302/ERR1302179.sralite.1,ERX1373838,14523083,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074374,SAMEA3887240,simple,1070528,viral metagenome,SAMEA3887240,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,4755FCDBF865E8E71608D1232765C453,5B82736A492BAB6A316966F2941AE4CF
ERR1302246,2016-03-11 23:02:39,2016-03-14 20:08:34,1264358,632179000,1264358,500,337,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/302/ERR1302246.sralite.1,ERX1373905,14721118,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074419,SAMEA3887285,simple,1070528,viral metagenome,SAMEA3887285,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,90B31297EC0E5787D204FA514A013A84,557F4C41DC254DF5D2B1E1D410130230
ERR1303009,2016-03-11 23:03:25,2016-03-14 19:52:16,1556120,778060000,1556120,500,411,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/303/ERR1303009.sralite.1,ERX1374668,14893766,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074659,SAMEA3887525,simple,1070528,viral metagenome,SAMEA3887525,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,EAD28B1C6079DFB6FF761618EA2CC039,F88BA9FBF2C509CDA48D116FC8AC0221
ERR1302941,2016-03-11 23:03:25,2016-03-14 19:53:41,643591,321795500,643591,500,178,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/302/ERR1302941.sralite.1,ERX1374600,14893767,WGS,RANDOM,GENOMIC,PAIRED,350,0,ILLUMINA,Illumina HiSeq 2500,ERP006046,PRJEB6505,,261306,ERS1074664,SAMEA3887530,simple,1070528,viral metagenome,SAMEA3887530,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA570243,,public,A592B1CA73FADB7C7FF9AB59355FE45E,7945AA44047FA578D1EBE65111053A59
ERR1343010,2016-04-02 15:28:28,2016-04-06 20:42:55,21280287,3192043050,21280287,150,1034,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/343/ERR1343010.sralite.1,ERX1414582,15377282,WGS,RANDOM,GENOMIC,PAIRED,113,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986226,SAMEA3679077,simple,32644,unidentified,SAMEA3679077,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA596668,,public,8F734925BEF2CC3840ADF230B2D63D75,ED8E7854025F2462140CEA1E84443BB9
ERR1343015,2016-04-02 15:28:28,2016-04-06 20:41:25,16664458,2499668700,16664458,150,831,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/343/ERR1343015.sralite.1,ERX1414587,15377283,WGS,RANDOM,GENOMIC,PAIRED,113,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986227,SAMEA3679078,simple,32644,unidentified,SAMEA3679078,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA596668,,public,515808A34A2C49E6E14D7A14D7728746,23C076AF5DF690DE413AB125614DBBBD
ERR1343011,2016-04-02 15:28:28,2016-04-06 20:39:09,11441999,1716299850,11441999,150,558,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/343/ERR1343011.sralite.1,ERX1414583,15377284,WGS,RANDOM,GENOMIC,PAIRED,113,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986228,SAMEA3679079,simple,32644,unidentified,SAMEA3679079,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA596668,,public,A9E0666F863A0C3478EA3120D69FC438,4DEBD98E2699502AB3B559B7349060F5
ERR1343012,2016-04-02 15:28:28,2016-04-06 20:40:46,17221326,2583198900,17221326,150,895,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/343/ERR1343012.sralite.1,ERX1414584,15377286,WGS,RANDOM,GENOMIC,PAIRED,113,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986230,SAMEA3679081,simple,32644,unidentified,SAMEA3679081,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA596668,,public,6FEEADB97A09E3F596DFE5D758044C4D,E04CAE3818B67BB71B3130CEE036A724
ERR1343013,2016-04-02 15:28:28,2016-04-06 20:40:24,15489284,2323392600,15489284,150,755,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/343/ERR1343013.sralite.1,ERX1414585,15377288,WGS,RANDOM,GENOMIC,PAIRED,113,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986232,SAMEA3679083,simple,32644,unidentified,SAMEA3679083,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA596668,,public,B73B49AF8DF9CA6D102B613B556FCAF8,E5B4C970A482B97627715E4DD8B5C042
ERR1354519,2016-04-13 04:42:42,2016-04-13 05:47:28,2999784,749946000,2999784,250,263,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/354/ERR1354519.sralite.1,ERX1425994,15343326,Bisulfite-Seq,PCR,GENOMIC,PAIRED,393,191,ILLUMINA,Illumina HiSeq 2000,ERP001882,PRJEB3333,,204913,ERS1003623,SAMEA3696474,simple,9606,Homo sapiens,SAMEA3696474,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA601932,,public,936A509945BF3172452C8B38E8D75665,0F42643A185AE2D2EC63C8B1AA3FA255
ERR1343017,2016-04-02 15:28:28,2016-04-06 20:40:23,13853367,2078005050,13853367,150,676,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/343/ERR1343017.sralite.1,ERX1414589,15377287,WGS,RANDOM,GENOMIC,PAIRED,113,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986231,SAMEA3679082,simple,32644,unidentified,SAMEA3679082,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA596668,,public,86A4288ADFA34C9C5BB3B710C95C1F46,45ADAB68AC6FAE6E0CC5049B23473F9D
ERR1407486,2016-05-11 15:14:23,2016-05-12 04:13:31,22554749,3383212350,22554749,150,1094,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407486.sralite.1,ERX1478725,15600667,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986244,SAMEA3679095,simple,32644,unidentified,SAMEA3679095,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,60148E190B69AF7BB2E11D6C1618E4DF,137066F9C1DF33197D474CCDEEC1C106
ERR1407487,2016-05-11 15:14:23,2016-05-12 04:10:05,21589140,3238371000,21589140,150,1036,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407487.sralite.1,ERX1478726,15600668,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986254,SAMEA3679105,simple,32644,unidentified,SAMEA3679105,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,583935E7C296BC63E8F1C883CCEA5D0B,1873D824425C4D6F05F6711B8A878676
ERR1407488,2016-05-11 15:14:23,2016-05-12 05:30:51,20355721,3053358150,20355721,150,963,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407488.sralite.1,ERX1478727,15600669,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986262,SAMEA3679113,simple,32644,unidentified,SAMEA3679113,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,61200E53CA91AB6AECFB8A2DC4552307,18154C81816E9FFD9E07798ADC66DDC3
ERR1407494,2016-05-11 15:14:23,2016-05-12 04:14:25,26942198,4041329700,26942198,150,1343,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407494.sralite.1,ERX1478733,15600683,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986250,SAMEA3679101,simple,32644,unidentified,SAMEA3679101,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,B484AFA31199ED51215310019522D658,A3898588B86354B32987056EBA313599
ERR1407495,2016-05-11 15:14:23,2016-05-12 04:16:31,28031100,4204665000,28031100,150,1382,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407495.sralite.1,ERX1478734,15600678,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986255,SAMEA3679106,simple,32644,unidentified,SAMEA3679106,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,AA0BC481077B02B52B65F29FA2EEFA61,A28FCA6D9CC7BC6BA0A977C0BFFFDB82
ERR1407496,2016-05-11 15:14:23,2016-05-12 04:15:15,22142457,3321368550,22142457,150,1116,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407496.sralite.1,ERX1478735,15600679,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986266,SAMEA3679117,simple,32644,unidentified,SAMEA3679117,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,3B1C40B2DD1D923C191C8430A56EA3EF,34FF6A385860D8478E63E921CFAD00CC
ERR1407489,2016-05-11 15:14:23,2016-05-12 04:12:43,21629897,3244484550,21629897,150,1057,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407489.sralite.1,ERX1478728,15600663,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986267,SAMEA3679118,simple,32644,unidentified,SAMEA3679118,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,2ADBDAFEC39128E157B2EE727FBC65F3,7BC23D0A4F134783F58D2ACF2647C080
ERR1407490,2016-05-11 15:14:23,2016-05-12 04:13:45,25696975,3854546250,25696975,150,1222,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407490.sralite.1,ERX1478729,15600666,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986275,SAMEA3679126,simple,32644,unidentified,SAMEA3679126,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,CB683D1818BED98E53DA5B75987B961B,30C8090EEC93CEFFD7D184978EB4D583
ERR1407501,2016-05-11 15:14:23,2016-05-12 04:25:04,35675922,5351388300,35675922,150,1780,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407501.sralite.1,ERX1478740,15600707,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986241,SAMEA3679092,simple,32644,unidentified,SAMEA3679092,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,9E4B2F9882E57A3BFFB52D09F996142B,ADEDF5E6D57FEC0F8094AEF38D687934
ERR1407502,2016-05-11 15:14:23,2016-05-12 05:46:24,36920904,5538135600,36920904,150,1938,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407502.sralite.1,ERX1478741,15600702,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986247,SAMEA3679098,simple,32644,unidentified,SAMEA3679098,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,E02913DEDA946DE3CBBBBCEA72BCC927,169C4A45C7AD109DF4DE9283D6E760E7
ERR1407497,2016-05-11 15:14:23,2016-05-12 04:14:24,29211809,4381771350,29211809,150,1468,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407497.sralite.1,ERX1478736,15600680,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986268,SAMEA3679119,simple,32644,unidentified,SAMEA3679119,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,295C75ADE7F00895B1714EB25C019D99,3FD13DB5C8E567436A4294255B62A01E
ERR1407498,2016-05-11 15:14:23,2016-05-12 04:14:46,26796904,4019535600,26796904,150,1354,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407498.sralite.1,ERX1478737,15600681,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986271,SAMEA3679122,simple,32644,unidentified,SAMEA3679122,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,5F8688D096C66D0DC8ACD90A66FA9002,9B474620709F0386DEF445817526956E
ERR1407499,2016-05-11 15:14:23,2016-05-12 04:21:34,27958725,4193808750,27958725,150,1583,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407499.sralite.1,ERX1478738,15600682,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986288,SAMEA3679139,simple,32644,unidentified,SAMEA3679139,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,48F09BC6A290A2E8F7CB0583CD8C03D3,A47368569AC54613888FCCFE22827984
ERR1407507,2016-05-11 15:14:23,2016-05-12 04:15:50,24588291,3688243650,24588291,150,1244,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407507.sralite.1,ERX1478746,15600710,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986242,SAMEA3679093,simple,32644,unidentified,SAMEA3679093,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,643E13418CC9AF4ECDFF349E75CC8DBF,24259C450E64FD644CDC0C66A9A1DF8F
ERR1407508,2016-05-11 15:14:23,2016-05-12 04:19:38,23623804,3543570600,23623804,150,1183,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407508.sralite.1,ERX1478747,15600711,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986251,SAMEA3679102,simple,32644,unidentified,SAMEA3679102,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,5E87D4DF47F806AE43AD1CA9E7079D45,219A4A6511613012EDB79A0BAA91AF71
ERR1407503,2016-05-11 15:14:23,2016-05-12 05:32:30,33872528,5080879200,33872528,150,1782,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/407/ERR1407503.sralite.1,ERX1478742,15600704,WGS,RANDOM,GENOMIC,PAIRED,163,0,ILLUMINA,Illumina HiSeq 2000,ERP002418,PRJEB1716,,268741,ERS986258,SAMEA3679109,simple,32644,unidentified,SAMEA3679109,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA619441,,public,B9166C0A127F74A2A9B5241E9C253642,9AEC1B4FFE1B368E5F485362EAA54627
